0	0	0	0	2.2311064730277064e+01
0	0	0	1	-6.5082024976514796e-01
0	0	1	0	-3.4182017084305745e+00
0	0	1	1	-7.4068137694362912e-01
0	0	2	0	-7.7586326990368848e-01
0	0	2	1	-7.9388116163003697e-01
0	0	3	0	-1.8239443908127556e-01
0	0	3	1	-8.2388843546105894e-01
0	0	3	2	-1.3111345876231521e-02
0	0	4	0	-1.5368249884647817e-02
0	0	4	1	-6.2076924443469994e-01
0	0	4	2	-1.2187712344178758e-01
0	0	5	1	-2.2275785108120011e-01
0	0	5	2	-3.7869387163520285e-01
0	0	5	3	-2.6136840625598642e-03
0	0	6	1	-2.8351025610839790e-02
0	0	6	2	-3.9991572962789623e-01
0	0	6	3	-7.4074168728202022e-02
0	0	7	2	-9.0974070044035182e-02
0	0	7	3	-3.1053821655317310e-01
0	0	7	4	-2.8528900486079291e-02
0	0	8	2	-2.3341638577099155e-03
0	0	8	3	-1.1398537179236712e-01
0	0	8	4	-2.1446054291236125e-01
0	0	8	5	-4.2306356582910612e-02
0	0	8	6	-2.8962826850830402e-03
0	0	9	3	-1.3990880157182923e-03
0	0	9	4	-4.1686502123753348e-02
0	0	9	5	-1.2690676402259923e-01
0	0	9	6	-8.9305936978688508e-02
0	0	9	7	-3.9464069941042436e-02
0	0	9	8	-1.7586603335403399e-02
0	0	9	9	-8.2648829724534072e-03
0	0	9	10	-4.0329372483091054e-03
0	0	9	11	-2.0312793352526616e-03
0	0	9	12	-1.0433146156195211e-03
0	0	9	13	-5.2468730212990847e-04
0	0	9	14	-2.2040275808259485e-04
0	0	10	5	-1.8560247181441103e-03
0	0	10	6	-1.4094877649595975e-02
0	0	10	7	-2.7995948306851752e-02
0	0	10	8	-2.5840701899085761e-02
0	0	10	9	-1.9954745513048600e-02
0	0	10	10	-1.4378034839873814e-02
0	0	10	11	-9.9192314097714153e-03
0	0	10	12	-6.5256652174876684e-03
0	0	10	13	-3.9298396092688533e-03
0	0	10	14	-1.8427612760222568e-03
0	0	50	5	-2.0677425850646088e-02
0	0	50	6	-1.9136442487214900e-01
0	0	50	7	-4.9296428504986001e-01
0	0	50	8	-6.4427701598514742e-01
0	0	50	9	-6.9097179691991617e-01
0	0	50	10	-6.6922571181291790e-01
0	0	50	11	-5.9647265747871370e-01
0	0	50	12	-4.8380207210722082e-01
0	0	50	13	-3.4042581704146258e-01
0	0	50	14	-1.7572578785494064e-01
0	0	51	3	-7.3084986917468188e-03
0	0	51	4	-2.6308545077581003e-01
0	0	51	5	-1.0459387612869997e+00
0	0	51	6	-1.0440413510045448e+00
0	0	51	7	-6.7447991578518807e-01
0	0	51	8	-4.2912123915472566e-01
0	0	51	9	-2.7931541359707041e-01
0	0	51	10	-1.8304232696653100e-01
0	0	51	11	-1.1930557957839774e-01
0	0	51	12	-7.5796636089917255e-02
0	0	51	13	-4.4697519475342257e-02
0	0	51	14	-2.0724894646239070e-02
0	0	52	2	-8.0690608942166654e-03
0	0	52	3	-4.7857434991871239e-01
0	0	52	4	-1.1314811110957939e+00
0	0	52	5	-3.0183518275297394e-01
0	0	52	6	-2.5767445981834204e-02
0	0	53	2	-2.7061033949889901e-01
0	0	53	3	-1.0587339145675567e+00
0	0	53	4	-1.2009115652300517e-01
0	0	54	1	-6.0889844572875697e-02
0	0	54	2	-9.9303515311868185e-01
0	0	54	3	-2.0643054291920845e-01
0	0	55	1	-4.2888020223868406e-01
0	0	55	2	-7.7288815571954506e-01
0	0	55	3	-6.3624556353943252e-03
0	0	56	0	-2.2632799902919838e-02
0	0	56	1	-1.0229434973710443e+00
0	0	56	2	-2.1477927817676501e-01
0	0	57	0	-2.4786230440500440e-01
0	0	57	1	-1.1804628180957439e+00
0	0	57	2	-2.1110288517191961e-02
0	0	58	0	-9.5476268210004889e-01
0	0	58	1	-9.9096446774102165e-01
0	0	59	0	-3.6743035812029330e+00
0	0	59	1	-8.1860211883344680e-01
0	1	0	1	2.2315912625761360e+01
0	1	0	2	-6.5566814513669280e-01
0	1	1	1	-3.4116656699947940e+00
0	1	1	2	-7.4721741420806964e-01
0	1	2	1	-7.6829151217449998e-01
0	1	2	2	-8.0145292268925394e-01
0	1	3	1	-1.7665196452964543e-01
0	1	3	2	-8.2806216299665125e-01
0	1	3	3	-1.4680093409183352e-02
0	1	4	1	-1.3913510325534822e-02
0	1	4	2	-6.1537631744309762e-01
0	1	4	3	-1.2872479009883772e-01
0	1	5	2	-2.1191415965931645e-01
0	1	5	3	-3.8854838892303822e-01
0	1	5	4	-3.6028563306140606e-03
0	1	6	2	-2.5621551627520951e-02
0	1	6	3	-3.9447962830193706e-01
0	1	6	4	-8.2239746359762694e-02
0	1	7	3	-8.0690455703008979e-02
0	1	7	4	-3.1709456633449473e-01
0	1	7	5	-3.2256163791792553e-02
0	1	8	3	-1.4553749718286555e-03
0	1	8	4	-1.0059043232433255e-01
0	1	8	5	-2.1950418624391438e-01
0	1	8	6	-5.0150043002664443e-02
0	1	8	7	-4.2826812434251611e-03
0	1	9	4	-6.9236186927533515e-04
0	1	9	5	-3.4418059563559464e-02
0	1	9	6	-1.2128082969207724e-01
0	1	9	7	-9.2257094515404481e-02
0	1	9	8	-4.3325965344106140e-02
0	1	9	9	-1.9759280399181438e-02
0	1	9	10	-9.5580814472068266e-03
0	1	9	11	-4.8046331049025155e-03
0	1	9	12	-2.4681291999126961e-03
0	1	9	13	-1.2419610311426060e-03
0	1	9	14	-5.2195265880812319e-04
0	1	10	6	-9.9485809155952574e-04
0	1	10	7	-1.0934299548520755e-02
0	1	10	8	-2.5102318708435815e-02
0	1	10	9	-2.4399158924608942e-02
0	1	10	10	-1.9124153325384589e-02
0	1	10	11	-1.3759863488483064e-02
0	1	10	12	-9.2684997621941857e-03
0	1	10	13	-5.6576096576343108e-03
0	1	10	14	-2.6717312858327855e-03
0	1	50	6	-1.0750182738194414e-02
0	1	50	7	-1.4303470214229308e-01
0	1	50	8	-4.1118700318822599e-01
0	1	50	9	-5.4916134009215811e-01
0	1	50	10	-5.7860468506160256e-01
0	1	50	11	-5.3797104139234597e-01
0	1	50	12	-4.4676612087526879e-01
0	1	50	13	-3.1861169883539436e-01
0	1	50	14	-1.6561477504898631e-01
